Descriptor,Statistics,p,alpha,Interpretation
MWC05,1137070067.5,0.0005874323174598474,0.05,Different distribution (reject H0)
MWC06,1146309600.5,0.1375476163474736,0.05,Same distribution (fail to reject H0)
MWC07,1143044453.5,0.03198208763750897,0.05,Different distribution (reject H0)
MWC08,1130709486.0,1.1370208258531972e-06,0.05,Different distribution (reject H0)
MWC09,1118984169.5,4.3165600622004667e-14,0.05,Different distribution (reject H0)
MWC10,1109039566.5,6.98812625587761e-23,0.05,Different distribution (reject H0)
TMWC10,1129926567.0,4.5564424173457344e-07,0.05,Different distribution (reject H0)
SRW02,1131156408.0,1.8712952289458915e-06,0.05,Different distribution (reject H0)
SRW03,1136545818.0,3.052112117437779e-12,0.05,Different distribution (reject H0)
SRW04,1131165379.0,1.9070929065360715e-06,0.05,Different distribution (reject H0)
SRW05,1069589534.0,1.666768271445394e-89,0.05,Different distribution (reject H0)
SRW06,1131345833.0,2.3349538244121267e-06,0.05,Different distribution (reject H0)
SRW07,1081123447.5,1.8840664660813883e-65,0.05,Different distribution (reject H0)
SRW08,1149340091.5,0.35009253306492993,0.05,Same distribution (fail to reject H0)
SRW09,1067261997.0,2.4632158393162948e-92,0.05,Different distribution (reject H0)
SRW10,1122399755.5,1.3305335125980093e-11,0.05,Different distribution (reject H0)
TSRW10,1061308961.5,2.5158474110579563e-97,0.05,Different distribution (reject H0)
MW,1122236812.0,1.0266605611121397e-11,0.05,Different distribution (reject H0)
AMW,1025182850.0,2.634294436434165e-189,0.05,Different distribution (reject H0)
WPath,1108578041.5,2.40094344269035e-23,0.05,Different distribution (reject H0)
WPol,1146605317.5,0.15321713180585878,0.05,Same distribution (fail to reject H0)
Zagreb1,1129270784.0,2.0632066739661843e-07,0.05,Different distribution (reject H0)
Zagreb2,1129156593.5,1.7960326041737722e-07,0.05,Different distribution (reject H0)
mZagreb1,1121031303.5,1.44300596004011e-12,0.05,Different distribution (reject H0)
mZagreb2,1134086357.5,4.068173739465312e-05,0.05,Different distribution (reject H0)
0,-,-,-,Same distribution (fail to reject H0)
